title,author,rating,isbn,
Stupid White Men,Michael Moore,3.31,141019999,
Michael Moore's Fahrenheit 9/11: How One Film Divided a Nation,Robert Brent Toplin,3.38,700614524,
My Dirty Thirties: Romantic Hedonism,Kelly  Carr,3,1932420347,
The Life and Opinions of Tristram Shandy  Gentleman,Laurence Sterne-Robert Folkenflik,3.74,375761195,
La fortaleza digital,Dan Brown-Eduardo García Murillo,3.64,8489367019,
The United States of Europe: The New Superpower and the End of American Supremacy,T.R. Reid,3.62,143036084,
Europe on a Shoestring,Sarah Johnstone-Aaron Anderson-Sarah  Andrews-Lonely Planet,4.05,1741045916,
Europe and the People Without History,Eric R. Wolf,4.13,520048989,
A History of Modern Europe  Volume 2: From the French Revolution to the Present,John M. Merriman,3.98,393924955,
How Europe Underdeveloped Africa,Walter Rodney-Vincent Harding,4.26,882580965,
Europe: A History,Norman Davies,4.17,60974680,
Eastern Europe,Lonely Planet-Tom Masters-Brett Atkinson-Lisa Dunford-Greg Bloom-Peter Dragicevich,3.89,1741044766,
The Foundations of Early Modern Europe: 1460-1559,Eugene F. Rice Jr.-Anthony Grafton,3.67,393963047,
The Basketball diaries,Jim Carroll,3.97,553133063,
The Basketball Diaries and the Book of Nods,Jim Carroll,4.26,571148433,
The 10 Commandments of Parenting: The Do's and Don'ts for Raising Great Kids,Ed  Young,4,802431488,
Unsung Heroes Of Rock 'n' Roll: The Birth Of Rock In The Wild Years Before Elvis,Nick Tosches,4.1,306808919,
In the Hand of Dante,Nick Tosches,3.18,316735647,
Ray Bradbury's Fahrenheit 451,Harold Bloom,4.18,791059294,
Of Mice and Men,John Steinbeck,3.86,140177396,
Schott's Original Miscellany,Ben Schott-Collin Deckerman,4.08,1582343497,
Mind Over Money: How to Match Your Emotional Style to a Winning Financial Strategy,John W. Schott-Jean S. Arbeiter,2.67,316773786,
Blowback: The Costs and Consequences of American Empire,Chalmers Johnson,4.05,805075593,
Blowback (Scot Harvath  #4),Brad Thor,4.18,1416505415,
The Sorrows of Empire: Militarism  Secrecy  and the End of the Republic,Chalmers Johnson-Shara Kay,4.13,805077979,
Un'educazione sentimentale,Joyce Carol Oates-Claudia Valeria Letizia,3.6,8876414525,
Bouvard and Pecuchet,Gustave Flaubert-Αχιλλέας Κυριακίδης-Mark Polizzotti-Raymond Queneau,3.86,1564783936,
Martha's Diner: An exciting new resource for 11-16 year olds,Pete Townsend,0,1840038667,
Tearing Me Apart: Issues Only Anoraks Ignore,Pete Townsend,0,1840034564,
An Audience With De'ath: Chat Show Sketches With Follow Up,Pete Townsend,0,1840035439,
Thirteen Moons on Turtle's Back,Joseph Bruchac-Jonathan London-Thomas Locker,4.08,698115848,
One Tiny Turtle,Nicola Davies-Jane Chapman,4.12,763623113,
Turtle Island,Gary Snyder-Michael Corr,4.09,811205460,
Turtles  Termites  and Traffic Jams: Explorations in Massively Parallel Microworlds,Mitchel Resnick,3.85,262680939,
Turtle Moon,Alice Hoffman,3.82,99429160,
Aquatic Turtles: Sliders  Cooters  Painted  and Map Turtles,Richard D. Bartlett-Patricia P. Bartlett,3.8,764122789,
Turtles & Tortoises for Dummies,Liz Palika,3.57,764553135,
The Turtle and the Monkey,Paul Galdone-Joanna Galdone,3.76,395544254,
Turtle Diary,Russell Hoban,4,747548315,
Lessons from Turtle Island: Native Curriculum in Early Childhood Classrooms,Guy W. Jones-Sally Moomaw,4.12,1929610254,
Inside Himalaya,Basil Pao-Michael Palin,3.96,297843702,
Youth in Revolt: The Journals of Nick Twisp : Volumes I  II  III/Youth in Revolt/Youth in Bondage/Youth in Exile,C.D. Payne,4.02,1882647009,
Tales of the Dying Earth,Jack Vance,4.14,312874561,
The Demon Princes  Volume One: The Star King  The Killing Machine  The Palace of Love,Jack Vance,4.25,312853025,
Suldrun's Garden (Lyonesse #1),Jack Vance,3.93,575073748,
Lurulu,Jack Vance,3.58,312872798,
Mundo azul,Jack Vance,3.94,8401014042,
Lyonesse: Suldrun's Garden (Lyonesse  #1),Jack Vance,3.93,425058735,
Jack Vance: Critical Appreciations and a Bibliography,A.E. Cunningham-Harlan Ellison-Charles F. Miller-Terry Dowling-Paul Rhoads-Jack Vance-Tom Shippey-Gene Wolfe-David Langford-Dan Simmons-David Mathew,4.15,712311025,
Galactic Effectuator,Jack Vance,3.68,441272320,
The SFWA Grand Masters 3,Frederik Pohl-Lester del Rey-Damon Knight-A.E. van Vogt-Jack Vance,4.03,312868774,
The Languages of Pao,Jack Vance,3.8,743487141,
The Last Castle,Jack Vance,3.81,425084787,
Madouc (Lyonesse  #3),Jack Vance,4.15,441505325,
Ports of Call,Jack Vance,3.53,312864744,
Triax: Three Original Novellas,Robert Silverberg-Keith Roberts-James E. Gunn-Jack Vance,3.69,523401213,
The Worlds of Jack Vance,Jack Vance,4.21,441909558,
The Demon Princes  Volume Two: The Face  The Book of Dreams,Jack Vance,4.3,312865767,
The Green Pearl (Lyonesse  #2),Jack Vance,4.16,441303161,
The Last Castle/Nightwings (Tor Double Novel #15),Jack Vance-Robert Silverberg,3.71,812501942,
The Many Worlds of Magnus Ridolph,Jack Vance,3.92,879975318,
Big Dead Place: Inside the Strange and Menacing World of Antarctica,Nicholas Johnson-Eirik Sonneland,3.73,922915997,
Best Science Fiction Stories of Clifford D. Simak,Clifford D. Simak,3.94,446658081,
Theodore Rex,Edmund Morris,4.18,812966007,
Oedipus Tyrannus,Sophocles-Theodore F. Brunner-Luci Berkowitz,3.69,393098745,
The Rise of Theodore Roosevelt,Edmund Morris,4.25,375756787,
The Scientists: A History of Science Told Through the Lives of Its Greatest Inventors,John Gribbin,4.08,812967887,
A History of the Life Sciences,Lois N. Magner-Magner,4.53,824708245,
The Art of Innovation: Lessons in Creativity from IDEO  America's Leading Design Firm,Tom Kelley-Jonathan Littman-Tom Peters,3.95,385499841,
Absolute Trust in the Goodness of the Earth: New Poems,Alice Walker,4.02,812971051,
I Sold My Soul on Ebay: Viewing Faith Through an Atheist's Eyes,Hemant Mehta-Rob Bell,3.52,1400073472,
Shadow & Claw (The Book of the New Sun #1-2),Gene Wolfe,4.03,312890176,
Sword & Citadel (The Book of the New Sun #3-4),Gene Wolfe,4.31,312890184,
The Wizard (The Wizard Knight #2),Gene Wolfe,3.86,765350505,
Soldier of Sidon (Latro #3),Gene Wolfe,4,765316641,
The Right Stuff,Tom Wolfe,4.25,1579124585,
Wild Fire (The Hot Zone  #3),Debra Cowan,3.85,373274742,
The Best American Mystery Stories 2004,Nelson DeMille-Otto Penzler,3.53,618329676,
The Rotters' Club,Jonathan Coe,3.96,014029466X,
Day and Night,Better Homes and Gardens,0,696018829,
Romanticism,Hugh Honour,3.73,64300897,
No Cherubs for Melanie,James  Hawkins,4,1550023926,
The Fish Kisser,James  Hawkins,3.44,888822405,
Street of the Five Moons (Vicky Bliss  #2),Elizabeth Peters,3.94,380731215,
The Penultimate Truth,Philip K. Dick,3.78,575074817,
Stand on Zanzibar,John Brunner,3.96,1857988361,
The Shockwave Rider,John Brunner,3.96,345467175,
Study Guide to Accompany Brunner and Suddarth's Textbook of Medical-Surgical Nursing,Suzanne C. O'Connell Smeltzer-Brenda G. Bare-Mary Jo Boyer,4,781723051,
Natural Theology: Comprising Nature & Grace by Professor Dr Emil Brunner & the Reply No! by Dr Karl Barth,Karl Barth-Emil Brunner-Peter Fraenkel,3.73,1592441122,
Children of the Thunder / The Tides of Time / The Crucible of Time,John Brunner,2.92,051712310X,
The Sheep Look Up,John Brunner-James John Bell-David Brin,3.95,1932100016,
Entry to Elsewhen,John Brunner,3.36,879971541,
The Crucible of Time,John Brunner,3.71,345302354,
Polymath (Zarathustra Refugee Planets  #2),John Brunner,3.54,879977663,
Total Eclipse,John Brunner,3.43,879979119,
Manshape,John Brunner,3.09,879977647,
Modern Classics of Science Fiction,Gardner Dozois-Damon Knight-R.A. Lafferty-Samuel R. Delany-Brian W. Aldiss-Gene Wolfe-Joanna Russ-James Tiptree Jr.-Ursula K. Le Guin-Edward Bryant-Howard Waldrop-Jack Dann-L. Sprague de Camp-Lucius Shepard-Pat Cadigan-John Kessel-William Gibson-Connie Willis-Michael Swanwick-Bruce Sterling-Theodore Sturgeon-Richard McKenna-Cordwainer Smith-Jack Vance-Edgar Pangborn-Keith Roberts-Roger Zelazny,4.15,312088477,
The Mammoth Book of Golden Age Science Fiction: Ten Classic Stories from the Birth of Modern Science Fiction Writing,Isaac Asimov-Charles G. Waugh,3.91,786719052,
Unearthly Neighbors,Chad Oliver,3.9,517552949,
The Shores of Another Sea (Classics of Modern Science Fiction 3),Chad Oliver-George Zebrowski-Isaac Asimov,3.57,517551861,
Men  Martians and Machines,Eric Frank Russell-George Zebrowski-Isaac Asimov,3.8,517551853,
What are the Seven Wonders of the World?: And 100 Other Great Cultural Lists—Fully Explicated,Peter D'Epiro-Mary Desmond Pinkowish,3.76,385490623,
World of Wonders (The Deptford Trilogy  #3),Robertson Davies-Wayne Johnston,4.1,143039148,
Wonder of the World,David Lindsay-Abaire,3.94,822218631,
Worlds of Wonder: How to Write Science Fiction & Fantasy,David Gerrold,3.92,1582970076,
Walking the World in Wonder: A Children's Herbal,Ellen Evert Hopman-Steven Foster,4.33,892818786,
Worlds of Wonder,Terry Pastor-Damon Knight-Philip K. Dick-C.M. Kornbluth-Bob Shaw-Frederik Pohl-Alfred Bester-C.L. Moore-Henry Kuttner-Robert Sheckley-James Blish-Cordwainer Smith-Brian W. Aldiss-Jack Vance,4.15,575043555,
Partners In Wonder,Harlan Ellison-Robert Bloch-Henry Slesar-Theodore Sturgeon-A.E. van Vogt-Roger Zelazny-William Rotsler-Ben Bova-Algis Budrys-Avram Davidson-Samuel R. Delany-Joe L. Hensley-Keith Laumer-Robert Sheckley-Robert Silverberg,3.89,515038016,
Fifty Degrees Below (Science in the Capital  #2),Kim Stanley Robinson,3.69,553585819,
The Gold Coast (Three Californias Triptych  #2),Kim Stanley Robinson,3.7,312890370,
Antarctica,Kim Stanley Robinson,3.77,553574027,
The Wild Shore (Three Californias Triptych  #1),Kim Stanley Robinson,3.75,312890362,
Forty Signs of Rain (Science in the Capital #1),Kim Stanley Robinson,3.54,553585800,
Pacific Edge (Three Californias Triptych  #3),Kim Stanley Robinson,3.78,312890389,
The Memory of Whiteness: A Scientific Romance,Kim Stanley Robinson,3.56,312861435,
A Checklist of Kim Stanley Robinson,Christopher P. Stephens-Tom Joyce,3,893662046,
Tiempos de arroz y sal,Kim Stanley Robinson,3.73,8445074091,
The Years of Rice and Salt,Kim Stanley Robinson,3.73,6511481,
A Meeting With Medusa/Green Mars,Arthur C. Clarke-Kim Stanley Robinson,3.66,812533623,
The Memory Of Whiteness,Kim Stanley Robinson,3.56,356108287,
Les Fils des ténèbres,Dan Simmons,3.71,2253141208,
Secret Identity (Lost  #2),Catherine Hapka,2.92,786890916,
Sämtliche Gedichte und Hyperion,Friedrich Hölderlin,3.94,3458344969,
Miracleman  Book Three: Olympus,Alan Moore-John Totleben-Steve Oliff-Joe Caramagna-Michael Kelleher-Peter Milligan-Mike Allred,4.4,1560600802,
A Thousand Acres,Jane Smiley,3.8,1400033837,
Mother's Milk,Edward St. Aubyn,3.76,1890447420,
From a Limestone Ledge: Some Essays and Other Ruminations about Country Life in Texas,John Graves-Glenn Wolff-Bill Wittliff,4.3,870744852,
Possession,A.S. Byatt,3.89,679735909,
Law of Possession,Emma Richmond,3.41,263125505,
Lawful Possession,Catherine George,3.25,373033109,
The Culture of Fear: Why Americans Are Afraid of the Wrong Things,Barry Glassner,3.7,465014909,
Culture of Fear Revisited,Frank Furedi,3.53,826493955,
GraceLand,Chris Abani,3.78,312425287,
Raised on Rock: Growing Up at Graceland,David Stanley-Mark Bego,2.75,1851588523,
The White Widow,Jim Lehrer,3.01,189162041X,
The Franklin Affair,Jim Lehrer,3.12,345468031,
Short List (One-Eyed Mack  #5),Jim Lehrer,4.09,399136657,
Fine Lines (One-Eyed Mack  #6),Jim Lehrer,3.23,517164353,
Kick the Can (One-Eyed Mack  #1),Jim Lehrer,3.88,1571780599,
Strangers from a Different Shore: A History of Asian Americans,Ronald Takaki,4.12,316831301,
La chute,Albert Camus,4.05,318634872,
Syrup,Max Barry,3.88,140291873,
Maple Syrup Cookbook: Over 100 Recipes For Breakfast  Lunch & Dinner,Ken Haedrich,3.82,1580174043,
The Red Tent,Anita Diamant,4.17,312427298,
Metaconcert (Intervention  #3),Julian May,4.2,345355245,
Surveillance (Intervention  #1),Julian May,4.19,345355237,
Conqueror's Moon (Boreal Moon  #1),Julian May,3.33,441012116,
The Adversary (Saga of Pliocene Exile  #4),Julian May,4.22,345352440,
Magnificat (Galactic Milieu Trilogy  #3),Julian May,4.2,345362497,
The Sagittarius Whorl (Rampart Worlds #3),Julian May,3.75,345395182,
The Nonborn King (Saga of the Pliocene Exile  #3),Julian May,4.17,345314212,
Maison Ikkoku  Volume 7 (Maison Ikkoku  #7),Rumiko Takahashi,4.23,1591164850,
Ranma 1/2  Vol. 8 (Ranma ½ (US 2nd)  #8),Rumiko Takahashi,4.15,1591161304,
Maison Ikkoku  Volume 8 (Maison Ikkoku  #8),Rumiko Takahashi,4.21,1591165628,
The Echo Maker,Richard Powers,3.37,312426437,
Afterglow: A Last Conversation With Pauline Kael,Francis Davis-Pauline Kael,3.7,306812304,
For Keeps: 30 Years at the Movies,Pauline Kael,4.47,452273080,
Hooked: Film Writings 1985-1988,Pauline Kael,4.04,714529036,
Flirting With Danger (Samantha Jellicoe  #1),Suzanne Enoch,3.93,60593636,
Flirting with Danger,Linda Turner,3.57,037307316X,
Flirting With Danger (Dangerous Liaisons) (Harlequin Presents  No 1818),Kate Walker,2.93,037311818X,
As Nature Made Him: The Boy Who Was Raised as a Girl,John Colapinto,3.97,60929596,
The Serial Killers Club,Jeff Povey,3.21,446578428,
The Savage Wars Of Peace: Soldiers' Voices 1945-1989,Charles Allen,4.5,718128826,
Dark Water (Fog Point  #1),Linda Hall,3.66,1578569540,
The Outlaws of Sherwood,Robin McKinley,3.77,441013252,
Beauty: A Retelling of the Story of Beauty and the Beast,Robin McKinley,4.05,64404773,
Spindle's End,Robin McKinley,3.8,552548227,
Beauty,Robin McKinley,4.05,671829122,
Imaginary Lands,Robin McKinley-James P. Blaylock-Patricia A. McKillip-Robert Westall-Peter Dickinson-Jane Yolen-P.C. Hodgell-Michael de Larrabetti-Joan D. Vinge,3.59,862032806,
Beauty: A Retelling of the Story of Beauty and the Beast,Robin McKinley,4.05,552548634,
Beauty,Robin McKinley,4.05,862031435,
The Blue Sword,Robin McKinley-Diane   Warren,4.23,1556906161,
The Blue Sword,Robin McKinley,4.23,881038288,
The Hero and the Crown (Damar  #2),Robin McKinley,4.21,441004997,
Hitty  Her First Hundred Years,Rachel Field-Dorothy P. Lathrop,3.85,689822847,
Rachel Field's Hitty: Her First Hundred Years,Rosemary Wells-Susan Jeffers-Rachel Field,3.96,689817169,
Voting Rights Days (Hitty's Travels  #3),Ellen Weiss-Betina Ogden,4.3,689849125,
A Christmas Carol (Great Illustrated Classics),Malvina G. Vogel-Charles Dickens,4.34,159679237X,
Moon in a Dewdrop: Writings of Zen Master Dogen,Dōgen-Kazuaki Tanahashi-Robert Aitken-Reb Anderson-Edward G. Brown-Norman Fischer-Arnold Kotler-Daniel Leighton-Lew Richmond-Katherine Thanas-Brian Unger-Mel Weitsman-Dan Welch-Philip Whalen-David    Schneider,4.29,086547186X,
Dewdrops on a Lotus Leaf: Zen Poems of Ryokan,Ryōkan-John   Stevens,4.56,1590301080,
A Green Desire,Anton Myrer-Alastair Westgarth,3.69,60934638,
The Big War,Anton Myrer,3.86,60934735,
I Heard That Song Before,Mary Higgins Clark,3.82,743264916,
Santa Cruise: A Holiday Mystery at Sea,Mary Higgins Clark-Carol Higgins Clark,3.41,1416535527,
No Place Like Home,Mary Higgins Clark,3.86,743497287,
Ghost Ship: A Cape Cod Story,Mary Higgins Clark-Wendell Minor,3.73,1416935142,
Deck the Halls (Regan Reilly Mysteries  #4.5),Carol Higgins Clark-Mary Higgins Clark,3.61,743418131,
On the Street Where You Live,Mary Higgins Clark-Karin Dufner,3.86,671004530,
Silent Night: The Remarkable Christmas Truce of 1914,Stanley Weintraub,3.6,684866226,
Nighttime Is My Time,Mary Higgins Clark,3.82,074341263X,
Final Scream,Lisa Jackson,4.09,739456490,
Watchfiends and Rack Screams: Works from the Final Period,Antonin Artaud-Bernard Bador-Clayton Eshleman,4.24,1878972189,
Inside My Heart: Choosing to Live with Passion and Purpose,Robin McGraw,3.61,078521836X,
Lord John and the Brotherhood of the Blade  (Lord John Grey  #2),Diana Gabaldon,3.89,385337493,
How to Stop Worrying and Start Living,Dale Carnegie,4.11,749307234,
Andrew Carnegie and the Rise of Big Business (Library of American Biography Series),Harold C. Livesay,3.27,321432878,
How to Develop Self-Confidence and Influence People by Public Speaking,Dale Carnegie,4.14,749305797,
The Autobiography of Andrew Carnegie and the Gospel of Wealth,Andrew Carnegie-Gordon Hutner,4,451530381,
Love in the Time of Cholera,Gabriel García Márquez-Edith Grossman,3.9,816147175,
Crónica de una muerte anunciada,Gabriel García Márquez,3.96,9500704285,
A Fan's Notes,Frederick Exley-Jonathan Yardley,4.09,679602712,
My Soul to Keep (African Immortals  #1),Tananarive Due,4.18,006105366X,
Joplin's Ghost,Tananarive Due,3.89,743449045,
The Living Blood (African Immortals  #2),Tananarive Due,4.33,671040847,
The Good House,Tananarive Due,3.93,743296168,
The Prestige,Christopher Priest,3.88,765356171,
The Onion Platinum Prestige Encore Gold Premium Collector's Collection (3-Book Set: Our Dumb Century  The Onion's Finest News Reporting  Dispatches From the Tenth Circle),The Onion,4.49,1400049059,
The Stones of Summer,Dow Mossman,3.14,1585675172,
The Summer House,Jean Stone,3.87,553580833,
Head  Shoulders  Knees and Toes by Kubler  Annie,Annie Kubler,4.06,859537285,
Peek-a-Boo! (Babyfaces),Roberta Grobel Intrater,3.8,590058967,
The Handmaid's Tale,Margaret Atwood,4.09,771008740,
The BFG: A Set of Plays,Roald Dahl-David Wood,4.26,142407925,
Science Notebooks,Lori Fulton-Brian Campbell-Linda Gregg,3.64,325005680,
The Affluent Society,John Kenneth Galbraith,3.99,140285199,
Interviews with John Kenneth Galbraith (Conversations with Public Intellectuals),John Kenneth Galbraith-James Ronald Stanfield-J. Ron Stanfield-Jacqueline Bloom Stanfield,4.5,1578066107,
The Economics of Innocent Fraud: Truth for Our Time,John Kenneth Galbraith,3.6,618013245,
Robin Williams Web Design Workshop,Robin P. Williams-John Tollett,3.78,201748673,
The Non-Designer's Web Book,Robin P. Williams-John Tollett,3.65,321303377,
His Share of Glory,C.M. Kornbluth,4.14,915368609,
Hard Drive: Bill Gates and the Making of the Microsoft Empire,James Wallace-Jim  Erickson,4.08,887306292,
Bill Gates: Computer Legend (Famous Lives),Sara Barton-Wood,5,739844326,
Chicken Trek,Stephen Manes,4.38,553157167,
Make Four Million Dollars by Next Thursday!,Stephen Manes-George Ulrich,3.7,440413702,
Slim Down Camp,Stephen Manes,3.9,553233505,
The Boy Who Turned Into a TV Set,Stephen Manes-Michael  Bass,4,380620006,
Masters of Enterprise: Giants of American Business from John Jacob Astor and J.P. Morgan to Bill Gates and Oprah Winfrey,H.W. Brands,4.02,684854732,
The Devil in the Junior League,Linda Francis Lee,3.62,312354959,
Prom Anonymous,Blake Nelson,3.41,142407453,
The New Rules of High School,Blake Nelson,3.53,142402427,
Cool Girl,Blake Nelson-Hans Schumacher,3.76,3407788193,
They Came from Below,Blake Nelson,3.67,765314231,
User,Blake Nelson,3.36,970481713,
Exile,Blake Nelson-Francine Kass,3.14,684838389,
Girl (Girl  #1),Blake Nelson,3.76,671897071,
My Side of the Mountain (Mountain  #1),Jean Craighead George,4.05,142401110,
The Theban Plays: Oedipus Rex  Oedipus at Colonus & Antigone,Sophocles-George      Young,3.97,048645049X,
The Jungle,Upton Sinclair-Earl Lee-Kathleen DeGrave,3.73,1884365302,
The Jungle Books,Rudyard Kipling-Alev Lytle Croutier,4.02,451529758,
The Jungle,Upton Sinclair-Maura Spiegel,3.73,1593080085,
Human Croquet,Kate Atkinson,3.71,312186886,
The Key to Rebecca,Ken Follett-Arto Häilä,3.88,451207793,
Paper Money,Ken Follett,3.31,330345044,
Skeleton Coast (The Oregon Files  #4),Clive Cussler-Jack Du Brul,4.12,425211894,
Dragon (Dirk Pitt  #10),Clive Cussler,3.92,1416537805,
Dark Watch (The Oregon Files  #3),Clive Cussler-Jack Du Brul,4.09,425205592,
Black Wind (Dirk Pitt  #18),Clive Cussler-Dirk Cussler,3.85,425204235,
Cyclops (Dirk Pitt  #8),Clive Cussler,3.87,671704648,
Deep Six (Dirk Pitt  #7),Clive Cussler,3.89,1416516859,
Polar Shift (NUMA Files  #6),Clive Cussler-Paul Kemprecos,3.9,141017724,
Vixen 03 (Dirk Pitt  #5),Clive Cussler,3.84,055358944X,
The Mediterranean Caper (Dirk Pitt  #2),Clive Cussler,3.77,425197395,
The Navigator (NUMA Files  #7),Clive Cussler-Paul Kemprecos,3.93,399154191,
Golden Buddha (The Oregon Files  #1),Clive Cussler-Craig Dirgo,3.89,141010312,
Shock Wave (Dirk Pitt  #13),Clive Cussler,4.01,743449673,
